"DATE","gage_height","qual_code","NAME","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TMAX_C","TMIN_C"
1934-04-03,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,47,29,27,-5.4
1934-04-04,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,56,22,43.2,-18
1934-04-05,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,60,28,50.4,-7.2
1934-04-06,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,64,29,57.6,-5.4
1934-04-07,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,65,30,59.4,-3.6
1934-04-08,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,68,27,64.8,-9
1934-04-09,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,64,26,57.6,-10.8
1934-04-10,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,68,29,64.8,-5.4
1934-04-11,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,69,30,66.6,-3.6
1934-04-12,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,72,31,72,-1.8
1934-04-13,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,65,28,59.4,-7.2
1934-04-14,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,67,33,63,1.8
1934-04-15,NA,NA,"TAHOE CITY, CA US",0.01,0,NA,NA,60,32,50.4,0
1934-04-16,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,61,32,52.2,0
1934-04-17,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,61,30,52.2,-3.6
1934-04-18,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,66,29,61.2,-5.4
1934-04-19,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,72,33,72,1.8
1934-04-20,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,70,33,68.4,1.8
1934-04-21,NA,NA,"TAHOE CITY, CA US",0.01,0,NA,NA,68,35,64.8,5.4
1934-04-22,NA,NA,"TAHOE CITY, CA US",0.03,0,NA,NA,60,39,50.4,12.6
1934-04-23,NA,NA,"TAHOE CITY, CA US",0.26,0,NA,NA,50,35,32.4,5.4
1934-04-24,NA,NA,"TAHOE CITY, CA US",0.01,0,NA,NA,48,31,28.8,-1.8
1934-04-25,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,57,29,45,-5.4
1934-04-26,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,65,30,59.4,-3.6
1934-04-27,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,64,29,57.6,-5.4
1934-04-28,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,63,26,55.8,-10.8
1934-04-29,NA,NA,"TAHOE CITY, CA US",0.09,0,NA,NA,61,27,52.2,-9
1934-04-30,NA,NA,"TAHOE CITY, CA US",0.69,0,NA,NA,51,32,34.2,0
1934-05-01,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,41,24,16.2,-14.4
1934-05-02,NA,NA,"TAHOE CITY, CA US",0.01,0,NA,NA,55,27,41.4,-9
1934-05-03,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,62,34,54,3.6
1934-05-04,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,67,35,63,5.4
1934-05-05,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,70,35,68.4,5.4
1934-05-06,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,71,35,70.2,5.4
1934-05-07,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,67,40,63,14.4
1934-05-08,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,59,36,48.6,7.2
1934-05-09,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,69,32,66.6,0
1934-05-10,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,75,39,77.4,12.6
1934-05-11,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,75,39,77.4,12.6
1934-05-12,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,72,39,72,12.6
1934-05-13,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,73,38,73.8,10.8
1934-05-14,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,75,35,77.4,5.4
1934-05-15,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,73,36,73.8,7.2
1934-05-16,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,67,35,63,5.4
1934-05-17,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,65,31,59.4,-1.8
1934-05-18,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,63,29,55.8,-5.4
1934-05-19,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,66,29,61.2,-5.4
1934-05-20,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,72,32,72,0
1934-05-21,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,78,35,82.8,5.4
1934-05-22,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,69,38,66.6,10.8
1934-05-23,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,71,43,70.2,19.8
1934-05-24,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,60,46,50.4,25.2
1934-05-25,NA,NA,"TAHOE CITY, CA US",0.13,0,NA,NA,51,38,34.2,10.8
1934-05-26,NA,NA,"TAHOE CITY, CA US",0.02,0,NA,NA,54,36,39.6,7.2
1934-05-27,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,65,33,59.4,1.8
1934-05-28,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,68,39,64.8,12.6
1934-05-29,NA,NA,"TAHOE CITY, CA US",0.23,0,NA,NA,58,33,46.8,1.8
1934-05-30,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,64,34,57.6,3.6
1934-05-31,NA,NA,"TAHOE CITY, CA US",0.18,1.8,NA,NA,55,35,41.4,5.4
1934-06-01,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,56,31,43.2,-1.8
1934-06-02,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,60,29,50.4,-5.4
1934-06-03,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,59,29,48.6,-5.4
1934-06-04,NA,NA,"TAHOE CITY, CA US",0.2,0,NA,NA,57,30,45,-3.6
1934-06-05,NA,NA,"TAHOE CITY, CA US",0.25,0,NA,NA,46,35,25.2,5.4
1934-06-06,NA,NA,"TAHOE CITY, CA US",0.06,0,NA,NA,48,36,28.8,7.2
1934-06-07,NA,NA,"TAHOE CITY, CA US",0.02,0,NA,NA,59,40,48.6,14.4
1934-06-08,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,63,40,55.8,14.4
1934-06-09,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,69,38,66.6,10.8
1934-06-10,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,70,39,68.4,12.6
1934-06-11,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,77,39,81,12.6
1934-06-12,NA,NA,"TAHOE CITY, CA US",0.03,0,NA,NA,75,42,77.4,18
1934-06-13,NA,NA,"TAHOE CITY, CA US",0.92,0,NA,NA,68,39,64.8,12.6
1934-06-14,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,69,40,66.6,14.4
1934-06-15,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,74,42,75.6,18
1934-06-16,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,75,39,77.4,12.6
1934-06-17,NA,NA,"TAHOE CITY, CA US",0.17,0,NA,NA,75,45,77.4,23.4
1934-06-18,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,66,46,61.2,25.2
1934-06-19,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,68,35,64.8,5.4
1934-06-20,NA,NA,"TAHOE CITY, CA US",0.01,0,NA,NA,64,45,57.6,23.4
1934-06-21,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,72,38,72,10.8
1934-06-22,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,77,40,81,14.4
1934-06-23,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,77,42,81,18
1934-06-24,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,66,36,61.2,7.2
1934-06-25,NA,NA,"TAHOE CITY, CA US",0.13,0,NA,NA,57,39,45,12.6
1934-06-26,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,60,31,50.4,-1.8
1934-06-27,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,64,35,57.6,5.4
1934-06-28,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,74,34,75.6,3.6
1934-06-29,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,83,39,91.8,12.6
1934-06-30,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,85,43,95.4,19.8
1934-07-01,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,80,46,86.4,25.2
1934-07-02,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,85,48,95.4,28.8
1934-07-03,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,78,45,82.8,23.4
1934-07-04,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,74,39,75.6,12.6
1934-07-05,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,80,33,86.4,1.8
1934-07-06,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,74,34,75.6,3.6
1934-07-07,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,72,35,72,5.4
1934-07-08,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,73,35,73.8,5.4
1934-07-09,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,78,38,82.8,10.8
1934-07-10,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,80,37,86.4,9
1934-07-11,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,83,38,91.8,10.8
1934-07-12,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,81,39,88.2,12.6
1934-07-13,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,85,37,95.4,9
1934-07-14,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,74,40,75.6,14.4
1934-07-15,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,75,39,77.4,12.6
1934-07-16,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,80,38,86.4,10.8
1934-07-17,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,83,40,91.8,14.4
1934-07-18,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,81,43,88.2,19.8
1934-07-19,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,77,43,81,19.8
1934-07-20,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,76,45,79.2,23.4
1934-07-21,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,71,48,70.2,28.8
1934-07-22,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,77,40,81,14.4
1934-07-23,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,77,40,81,14.4
1934-07-24,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,78,42,82.8,18
1934-07-25,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,82,41,90,16.2
1934-07-26,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,85,38,95.4,10.8
1934-07-27,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,91,45,106.2,23.4
1934-07-28,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,93,51,109.8,34.2
1934-07-29,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,86,51,97.2,34.2
1934-07-30,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,80,53,86.4,37.8
1934-07-31,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,82,50,90,32.4
1934-08-01,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,82,47,90,27
1934-08-02,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,80,40,86.4,14.4
1934-08-03,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,77,46,81,25.2
1934-08-04,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,76,42,79.2,18
1934-08-05,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,76,43,79.2,19.8
1934-08-06,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,80,40,86.4,14.4
1934-08-07,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,82,39,90,12.6
1934-08-08,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,83,40,91.8,14.4
1934-08-09,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,82,50,90,32.4
1934-08-10,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,81,40,88.2,14.4
1934-08-11,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,84,42,93.6,18
1934-08-12,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,90,43,104.4,19.8
1934-08-13,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,85,49,95.4,30.6
1934-08-14,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,82,45,90,23.4
1934-08-15,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,83,41,91.8,16.2
1934-08-16,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,83,40,91.8,14.4
1934-08-17,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,87,41,99,16.2
1934-08-18,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,85,39,95.4,12.6
1934-08-19,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,87,40,99,14.4
1934-08-20,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,83,42,91.8,18
1934-08-21,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,83,46,91.8,25.2
1934-08-22,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,87,48,99,28.8
1934-08-23,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,85,47,95.4,27
1934-08-24,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,90,48,104.4,28.8
1934-08-25,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,89,50,102.6,32.4
1934-08-26,NA,NA,"TAHOE CITY, CA US",0.05,0,NA,NA,83,53,91.8,37.8
1934-08-27,NA,NA,"TAHOE CITY, CA US",0.07,0,NA,NA,71,52,70.2,36
1934-08-28,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,74,43,75.6,19.8
1934-08-29,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,81,43,88.2,19.8
1934-08-30,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,81,41,88.2,16.2
1934-08-31,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,82,44,90,21.6
1934-09-01,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,83,45,91.8,23.4
1934-09-02,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,85,44,95.4,21.6
1934-09-03,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,83,46,91.8,25.2
1934-09-04,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,85,47,95.4,27
1934-09-05,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,81,41,88.2,16.2
1934-09-06,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,82,41,90,16.2
1934-09-07,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,79,43,84.6,19.8
1934-09-08,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,75,42,77.4,18
1934-09-09,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,76,39,79.2,12.6
1934-09-10,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,78,45,82.8,23.4
1934-09-11,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,73,43,73.8,19.8
1934-09-12,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,70,37,68.4,9
1934-09-13,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,75,36,77.4,7.2
1934-09-14,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,76,36,79.2,7.2
1934-09-15,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,80,39,86.4,12.6
1934-09-16,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,81,41,88.2,16.2
1934-09-17,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,81,41,88.2,16.2
1934-09-18,NA,NA,"TAHOE CITY, CA US",0.03,0,NA,NA,79,41,84.6,16.2
1934-09-19,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,80,50,86.4,32.4
1934-09-20,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,74,41,75.6,16.2
1934-09-21,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,73,40,73.8,14.4
1934-09-22,NA,NA,"TAHOE CITY, CA US",0.15,1.5,NA,NA,59,38,48.6,10.8
1934-09-23,NA,NA,"TAHOE CITY, CA US",0.53,5.3,NA,NA,54,29,39.6,-5.4
1934-09-24,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,41,28,16.2,-7.2
1934-09-25,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,49,25,30.6,-12.6
1934-09-26,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,53,23,37.8,-16.2
1934-09-27,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,59,26,48.6,-10.8
1934-09-28,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,66,29,61.2,-5.4
1934-09-29,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,72,33,72,1.8
1934-09-30,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,72,35,72,5.4
1934-10-01,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,62,33,54,1.8
1934-10-02,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,70,39,68.4,12.6
1934-10-03,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,65,28,59.4,-7.2
1934-10-04,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,64,36,57.6,7.2
1934-10-05,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,73,33,73.8,1.8
1934-10-06,NA,NA,"TAHOE CITY, CA US",0.22,0,NA,NA,68,41,64.8,16.2
1934-10-07,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,57,39,45,12.6
1934-10-08,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,67,32,63,0
1934-10-09,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,76,35,79.2,5.4
1934-10-10,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,72,36,72,7.2
1934-10-11,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,70,36,68.4,7.2
1934-10-12,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,71,35,70.2,5.4
1934-10-13,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,61,36,52.2,7.2
1934-10-14,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,43,30,19.8,-3.6
1934-10-15,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,51,26,34.2,-10.8
1934-10-16,NA,NA,"TAHOE CITY, CA US",0.7,0,NA,NA,37,33,9,1.8
1934-10-17,NA,NA,"TAHOE CITY, CA US",0.54,5.4,NA,NA,41,32,16.2,0
1934-10-18,NA,NA,"TAHOE CITY, CA US",0.09,0.9,NA,NA,40,32,14.4,0
1934-10-19,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,52,27,36,-9
1934-10-20,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,58,28,46.8,-7.2
1934-10-21,NA,NA,"TAHOE CITY, CA US",0.5,0,NA,NA,54,33,39.6,1.8
1934-10-22,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,46,31,25.2,-1.8
1934-10-23,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,53,25,37.8,-12.6
1934-10-24,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,58,30,46.8,-3.6
1934-10-25,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,60,31,50.4,-1.8
1934-10-26,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,62,31,54,-1.8
1934-10-27,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,60,30,50.4,-3.6
1934-10-28,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,60,34,50.4,3.6
1934-10-29,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,67,34,63,3.6
1934-10-30,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,64,38,57.6,10.8
1934-10-31,NA,NA,"TAHOE CITY, CA US",0.46,0,NA,NA,54,39,39.6,12.6
1934-11-01,NA,NA,"TAHOE CITY, CA US",0.02,0,NA,NA,45,29,23.4,-5.4
1934-11-02,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,48,29,28.8,-5.4
1934-11-03,NA,NA,"TAHOE CITY, CA US",0.73,0,NA,NA,41,29,16.2,-5.4
1934-11-04,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,49,36,30.6,7.2
1934-11-05,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,60,30,50.4,-3.6
1934-11-06,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,64,30,57.6,-3.6
1934-11-07,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,59,31,48.6,-1.8
1934-11-08,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,59,34,48.6,3.6
1934-11-09,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,55,29,41.4,-5.4
1934-11-10,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,56,29,43.2,-5.4
1934-11-11,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,55,28,41.4,-7.2
1934-11-12,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,58,28,46.8,-7.2
1934-11-13,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,59,30,48.6,-3.6
1934-11-14,NA,NA,"TAHOE CITY, CA US",0.29,0,NA,NA,62,33,54,1.8
1934-11-15,NA,NA,"TAHOE CITY, CA US",0.22,0,NA,NA,40,35,14.4,5.4
1934-11-16,NA,NA,"TAHOE CITY, CA US",0.11,1.1,NA,NA,46,35,25.2,5.4
1934-11-17,NA,NA,"TAHOE CITY, CA US",0.66,6.6,NA,NA,35,30,5.4,-3.6
1934-11-18,NA,NA,"TAHOE CITY, CA US",0.85,8.5,NA,NA,36,28,7.2,-7.2
1934-11-19,NA,NA,"TAHOE CITY, CA US",0.14,1.4,NA,NA,35,28,5.4,-7.2
1934-11-20,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,36,14,7.2,-32.4
1934-11-21,NA,NA,"TAHOE CITY, CA US",0.02,0.2,NA,NA,43,14,19.8,-32.4
1934-11-22,NA,NA,"TAHOE CITY, CA US",0.23,2.3,NA,NA,43,20,19.8,-21.6
1934-11-23,NA,NA,"TAHOE CITY, CA US",0.1,1,NA,NA,32,29,0,-5.4
1934-11-24,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,35,10,5.4,-39.6
1934-11-25,NA,NA,"TAHOE CITY, CA US",0.07,0.7,NA,NA,42,24,18,-14.4
1934-11-26,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,37,18,9,-25.2
1934-11-27,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,40,21,14.4,-19.8
1934-11-28,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,41,14,16.2,-32.4
1934-11-29,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,48,26,28.8,-10.8
1934-11-30,NA,NA,"TAHOE CITY, CA US",0.09,0,NA,NA,45,19,23.4,-23.4
1934-12-01,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,30,12,-3.6,-36
1934-12-02,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,35,11,5.4,-37.8
1934-12-03,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,42,10,18,-39.6
1934-12-04,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,32,20,0,-21.6
1934-12-05,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,33,22,1.8,-18
1934-12-06,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,42,19,18,-23.4
1934-12-07,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,45,17,23.4,-27
1934-12-08,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,45,17,23.4,-27
1934-12-09,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,48,20,28.8,-21.6
1934-12-10,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,46,18,25.2,-25.2
1934-12-11,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,47,20,27,-21.6
1934-12-12,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,46,25,25.2,-12.6
1934-12-13,NA,NA,"TAHOE CITY, CA US",0.44,0,NA,NA,38,30,10.8,-3.6
1934-12-14,NA,NA,"TAHOE CITY, CA US",0.01,0,NA,NA,41,33,16.2,1.8
1934-12-15,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,39,27,12.6,-9
1934-12-16,NA,NA,"TAHOE CITY, CA US",0.03,0,NA,NA,42,20,18,-21.6
1934-12-17,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,39,20,12.6,-21.6
1934-12-18,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,40,17,14.4,-27
1934-12-19,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,47,25,27,-12.6
1934-12-20,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,51,29,34.2,-5.4
1934-12-21,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,49,22,30.6,-18
1934-12-22,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,44,20,21.6,-21.6
1934-12-23,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,43,18,19.8,-25.2
1934-12-24,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,46,18,25.2,-25.2
1934-12-25,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,45,17,23.4,-27
1934-12-26,NA,NA,"TAHOE CITY, CA US",0.85,8.5,NA,NA,41,25,16.2,-12.6
1934-12-27,NA,NA,"TAHOE CITY, CA US",0.84,8.4,NA,NA,27,25,-9,-12.6
1934-12-28,NA,NA,"TAHOE CITY, CA US",0.09,0.9,NA,NA,30,23,-3.6,-16.2
1934-12-29,NA,NA,"TAHOE CITY, CA US",0.55,5.5,NA,NA,30,17,-3.6,-27
1934-12-30,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,32,25,0,-12.6
1934-12-31,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,36,0,7.2,-57.6
1935-01-01,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,37,4,9,-50.4
1935-01-02,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,42,10,18,-39.6
1935-01-03,NA,NA,"TAHOE CITY, CA US",0.52,0,NA,NA,44,7,21.6,-45
1935-01-04,NA,NA,"TAHOE CITY, CA US",0.63,0,NA,NA,39,32,12.6,0
1935-01-05,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,34,26,3.6,-10.8
1935-01-06,NA,NA,"TAHOE CITY, CA US",0,0,NA,NA,39,18,12.6,-25.2
1935-01-07,NA,NA,"TAHOE CITY, CA US",1.02,10.2,NA,NA,37,16,9,-28.8
1935-01-08,NA,NA,"TAHOE CITY, CA US",0.57,5.7,NA,NA,33,25,1.8,-12.6
1935-01-09,NA,NA,"TAHOE CITY, CA US",0.12,1.2,NA,NA,33,15,1.8,-30.6
